Time,Gyro_X,Gyro_Y,Gyro_Z,Acc_X,Acc_Y,Acc_Z,Euler_X,Euler_Y,Euler_Z,Tilt_X,Tilt_Y,Tilt_Z,Quat_W,Quat_X,Quat_Y,Quat_Z
0.0,-5.6764446393883885,-4.387536874415227,-11.891794974647325,0.025324049546261992,-0.053386778172187364,1.0123845060109113,-0.01791677437722683,-0.009347448125481606,-8.203285967178786e-11,1.4309253482788624,-3.0176800572313818,3.3403192729323097,1.0,-0.00015635335876140743,-8.157188131008297e-05,-1.2754753697663546e-08
0.0005001147052076164,-5.676767285665837,-4.387793499804803,-11.89099397967441,0.02532318008891683,-0.05338559842620414,1.0123862224059081,-0.03574059531092644,-0.018648844212293625,2.2181508019247786e-10,1.4308739098414507,-3.0176084567714607,3.3402324853630616,0.9999999403953552,-0.0003118955355603248,-0.00016274188237730414,-5.0756533198637044e-08
0.0010002294104152329,-5.677139180470057,-4.388062975949744,-11.889742464241326,0.025327946418220088,-0.05338329448661014,1.0123851427907917,-0.05347170680761337,-0.027906043455004692,1.7091049409057035e-10,1.4311448094643384,-3.0174813232021918,3.3402338585704947,0.9999998807907104,-0.00046662866952829063,-0.00024352614127565175,-1.1363480467707632e-07
0.0015003441156228492,-5.677560887875176,-4.388345815406663,-11.888039948333638,0.02533833364420278,-0.05337986333283301,1.0123812777968426,-0.07111035287380219,-0.03712087124586105,1.6019427451219315e-10,1.431737194572798,-3.01729845416466,3.34032292829516,0.9999997615814209,-0.0006205548415891826,-0.0003239406505599618,-2.0102159226098593e-07
0.0020004588208304658,-5.6780328181838655,-4.388642355623265,-11.885886679274474,0.02535432438644759,-0.05337530162547148,1.012374639034623,-0.08865676075220108,-0.046295154839754105,2.017088024386382e-10,1.432650075675111,-3.01705962541585,3.3404992401145814,0.9999996423721313,-0.0007736761472187936,-0.0004040013300254941,-3.1256453780770244e-07
0.0025005735260380823,-5.678555228993438,-4.388952760438927,-11.883283628307547,0.025375898766464577,-0.05336960570272376,1.012365239102311,-0.10611119121313095,-0.05543069913983345,1.3175516233587814e-10,1.433882325853571,-3.0167645906069285,3.3407623481110984,0.999999463558197,-0.0009259945945814252,-0.00048372388118878007,-4.479247763811145e-07
0.0030006882312456984,-5.679128226522475,-4.389277021912034,-11.880232486112535,0.025403034401653642,-0.05336277157712283,1.012353091593754,-0.12347384542226791,-0.06452928483486176,1.800080223768319e-10,1.4354326803355884,-3.016413081080161,3.3411118133977373,0.9999992847442627,-0.0010775122791528702,-0.0005631239037029445,-6.067717777114012e-07
0.003500802936453315,-5.679751767194472,-4.3896149624699925,-11.876735657262627,0.025435706400872546,-0.05335479493258309,1.0123382111061996,-0.14074499905109406,-0.07359269261360168,6.996225820898871e-10,1.4372997361460742,-3.0160048056848785,3.3415472025049087,0.9999991059303284,-0.0012282312382012606,-0.0006422168808057904,-7.88785428085248e-07
0.0040009176416609315,-5.680425659474412,-4.389966237376903,-11.872796253636544,0.02547388736162973,-0.05334567112176482,1.0123206132477127,-0.1579248309135437,-0.08262266963720322,4.937241171454332e-10,1.439481951842202,-3.0155394506128217,3.342068085631171,0.9999988675117493,-0.0013781534507870674,-0.000721018121112138,-9.936704827850917e-07
0.004501032346868548,-5.681149565953713,-4.390330337513608,-11.868418086798238,0.02551754736892047,-0.05333539516376255,1.0123003146442515,-0.17501357197761536,-0.09162094444036484,-5.2037710945862514e-11,1.4419776473317234,-3.0150166792533004,3.3426740347619033,0.9999985098838806,-0.0015272805467247963,-0.0007995425839908421,-1.2211280591145623e-06
0.005001147052076165,-5.681923005678529,-4.390706592463822,-11.863605659359987,0.02556665399572588,-0.053323961742123664,1.012277332946385,-0.1920114904642105,-0.10058925300836563,1.971684898682824e-10,1.444785003776045,-3.014436132068606,3.3433646216602675,0.9999982118606567,-0.0016756150871515274,-0.000877805519849062,-1.4708650724060135e-06
0.005501261757283781,-5.68274535671595,-4.391094173899758,-11.8583641553455,0.02562117230519321,-0.05331136520320454,1.0122516868356488,-0.20891879498958588,-0.1095292866230011,2.993363334979904e-10,1.447902063579228,-3.013797426490097,3.344139415735324,0.9999979138374329,-0.0018231585854664445,-0.0009558216552250087,-1.7426154954591766e-06
0.006001376462491397,-5.683615858952048,-4.391492099259805,-11.852699429572,0.025681064854516506,-0.053297599554870775,1.0122233960305087,-0.22573566436767578,-0.11844271421432495,1.5330819946868246e-10,1.451326730464159,-3.013100156835431,3.3449979817927185,0.9999975562095642,-0.0019699130207300186,-0.0010336055420339108,-2.0361167116789147e-06
0.006501491167699013,-5.6845336171155365,-4.391899235710353,-11.846617996071153,0.0257462917005362,-0.05328265846554915,1.0121924812919125,-0.24246230721473694,-0.1273312121629715,1.554841394524331e-10,1.4550567696371253,-3.012343894247467,3.345939877673907,0.9999971985816956,-0.002115880139172077,-0.0011111716739833355,-2.351111334064626e-06
0.00700160587290663,-5.685497604020047,-4.392314304383301,-11.840127015570925,0.0258168104070757,-0.05326653526363951,1.0121589644284443,-0.2590990364551544,-0.13619635999202728,1.0849262026962903e-12,1.4590898080419636,-3.0115281866552612,3.3469646517902514,0.9999967813491821,-0.0022610619198530912,-0.001188534195534885,-2.6873581191466656e-06
0.0075017205781142465,-5.686506664017901,-4.392735884880077,-11.833234282061508,0.025892576054033452,-0.05324922293729329,1.0121228683010113,-0.2756458818912506,-0.14503982663154602,5.389716450920901e-10,1.4634233347051215,-3.010652558757757,3.348071840559002,0.9999963641166687,-0.0024054597597569227,-0.001265707309357822,-3.044614459213335e-06
0.008001835283321863,-5.687559516657719,-4.393162420032649,-11.825948208470239,0.025973541248247453,-0.053230714134568015,1.0120842168271016,-0.2921031415462494,-0.15386317670345306,-5.000941327715225e-10,1.4680547011727474,-3.0097165120306184,3.349260965748443,0.9999958276748657,-0.0025490757543593645,-0.0013427047524601221,-3.422674808462034e-06
0.008501949988529479,-5.6886547605377995,-4.393592220911278,-11.818277811471734,0.026059656136149523,-0.053211001163965,1.012043034984548,-0.30847102403640747,-0.16266797482967377,5.5625021949667897e-11,1.4729811220411189,-3.0087195247568217,3.350531531740113,0.9999953508377075,-0.002691911533474922,-0.0014195403782650828,-3.82129428544431e-06
0.009002064693737096,-5.6897908773469235,-4.3940234720684614,-11.810232695460922,0.026150868418225743,-0.05319007599535989,1.0119993488148145,-0.3247496485710144,-0.17145578563213348,1.4576745366312593e-10,1.478199675581566,-3.0076610520815064,3.3518830227163208,0.9999948740005493,-0.0028339687269181013,-0.0014962275745347142,-4.240282578393817e-06
0.009502179398944712,-5.690966236083808,-4.394454237007866,-11.801823035718005,0.026247123365298674,-0.05316793026133303,1.011953185425764,-0.34093934297561646,-0.1802280992269516,-2.4660626318784296e-10,1.4837073044611082,-3.0065405260916527,3.3533148997816324,0.9999943375587463,-0.0029752489645034075,-0.0015727793797850609,-4.679438916355139e-06
